"SITE_NO","RSQA_STUDY","STATION_NM","COUNTY_NM","STATE_CD","STATE_NM","STATE_ABBREV","RECORD_NO","AGENCY_CD","MEDIUM_CD_DESC","MEDIUM_CD_DEF","SAMPLE_START_DT","SAMPLE_START_TZ_DESC","SAMPLE_END_DT","SAMPLE_END_TZ_DESC","SAMPLE_START_LOCAL_DISP_FM","SAMPLE_START_UTC_DISP_FM","SAMPLE_END_LOCAL_DISP_FM","SAMPLE_END_UTC_DISP_FM","LOCAL_TZ_DESC","TM_DATUM_RLBLTY_CD","HYD_COND_CD","SAMP_TYPE_CD","HYD_EVENT_CD","TU_1_NM","BODY_PART_NM","METH_CD","METH_NM","RESULT_VA","RESULT_SG","RESULT_RD","REMARK_CD","RPT_LEV_VA","RPT_LEV_SG","RPT_LEV_CD","RPT_LEV_NM","PARM_CD","PARM_SEQ_GRP_NM","PARM_SEQ_GRP_DS","PARM_NM","LOAD_DT"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603005","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 3:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608041030","201608041530","","","Eastern Standard Time","K","9","7","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","20.51","4","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 11:18:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01602674","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/17/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608171300","201608171800","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","71.15","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:15:00 AM"
"425358073462301","NESQA","DWAAS KILL SOUTH OF USHERS NY","Saratoga County","36","New York","NY","01602961","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/3/2016 8:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608031530","201608032030","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","48.25","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:18:00 AM"
"01391000       ","NESQA","Hohokus Brook at Ho-Ho-Kus NJ","Bergen County","34","New Jersey","NJ","01600791","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/8/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080801","201608081201","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","10","2","2","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:59:00 AM"
"01391000       ","NESQA","Hohokus Brook at Ho-Ho-Kus NJ","Bergen County","34","New Jersey","NJ","01600792","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/8/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080901","201608081301","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","4.6","2","2","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 10:59:00 AM"
"01391000       ","NESQA","Hohokus Brook at Ho-Ho-Kus NJ","Bergen County","34","New Jersey","NJ","01600792","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/8/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080901","201608081301","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","7","1","1","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:59:00 AM"
"01391000       ","NESQA","Hohokus Brook at Ho-Ho-Kus NJ","Bergen County","34","New Jersey","NJ","01600793","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/8/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608081001","201608081401","","","Eastern Standard Time","K","X","9","X","Lepomis                            ","Fillet","-9999","Null Value","163","3","3","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 10:59:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603414","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040801","201608041301","","","Eastern Standard Time","K","X","9","X","Semotilus                          ","Organism, whole","-9999","Null Value","89","2","2","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 11:19:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603415","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040901","201608041401","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","51","2","2","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 11:19:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603415","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040901","201608041401","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","1","1","2","","","","-9999 ","Null value - no value specified.","62342","Biological","Biological","Specimen weight, average","7/19/2019 11:19:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603415","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040901","201608041401","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","0.4","1","1","","","","-9999 ","Null value - no value specified.","72141","Biological","Biological","Organism length, std dev","7/19/2019 11:19:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603415","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040901","201608041401","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","13","2","2","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 11:19:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603416","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 2:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040902","201608041402","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","5.5","2","2","","","","-9999 ","Null value - no value specified.","72140","Biological","Biological","Organism length, maximum","7/19/2019 11:19:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603416","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 2:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040902","201608041402","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","0.3","1","1","","","","-9999 ","Null value - no value specified.","72141","Biological","Biological","Organism length, std dev","7/19/2019 11:19:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603417","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 3:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608041001","201608041501","","","Eastern Standard Time","K","X","9","X","Luxilus                            ","Organism, whole","-9999","Null Value","38.8","3","3","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 11:19:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603210","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","9/26/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201609261000","201609261500","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","25.583211","8","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:18:00 AM"
"425540074384801","NESQA","OTSQUAGO CREEK NEAR FORT PLAIN NY","Montgomery County","36","New York","NY","01600859","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","4/27/2016 4:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201604271100","201604271600","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","413.6","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:00:00 AM"
"01356190       ","NESQA","LISHA KILL NORTHWEST OF NISKAYUNA NY","Schenectady County","36","New York","NY","01703874","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","10/3/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201610031300","201610031800","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","22.3","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:21:00 AM"
"412715074030101","NESQA","SILVER STREAM AT VAILS GATE NY","Orange County","36","New York","NY","01602982","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 1:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608090830","201608091330","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","357.5","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:18:00 AM"
"425540074384801","NESQA","OTSQUAGO CREEK NEAR FORT PLAIN NY","Montgomery County","36","New York","NY","01602168","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","7/25/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201607251000","201607251500","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","1630.9","5","5","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:11:00 AM"
"425540074384801","NESQA","OTSQUAGO CREEK NEAR FORT PLAIN NY","Montgomery County","36","New York","NY","01602168","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","7/25/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201607251000","201607251500","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","1304","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:11:00 AM"
